"id","content","publishTime","sid","zan","nozan"
"11889","有点喜欢吧。也不是为了他改变。只是不想因为细节而被别人讨厌。（这个小动作不经常做）","2017-07-13 00:01:57","3254","1","0"
"11890","手机号","2017-07-12 14:14:42","3255","0","0"
"11891","有微信吗 ","2017-07-12 14:15:19","3255","0","0"
"11892","有 加我微信 zh28008
好好聊聊","2017-07-13 08:46:39","3252","2","0"
"11893","给你手机号你就打啦
费那么多屁话干什么
不敢打电话就别tm要联系方式","2017-07-12 14:18:09","3255","0","0"
"11894","2333333 你是弱智吗 你叫你爹打我就打？ 神经病来找优越感？","2017-07-12 14:21:14","3255","0","0"
"11895","可能他不喜欢这种装酷的动作吧","2017-07-12 20:27:00","3254","2","0"
"11896","我请你个龟孙子吃大便
臭jb
爷爷不会再看孙子的评论了","2017-07-12 14:24:50","3255","0","0"
"11897","等你爹的短信轰炸 我装你妈的逼 孙子","2017-07-12 14:27:02","3255","0","0"
"11898","我也喜欢打响纸，想找人pk一下(´･_･`)","2017-07-13 15:19:34","3254","3","0"
"11899","画风突变
","2017-07-12 14:29:51","3255","0","0"
"11900","我说愿意为他改，他问要我的身体愿意给吗。有那么一瞬间想说好。但想想身体是自己的，好好爱护自己。","2017-07-13 15:19:45","3254","5","0"
"11901","怎么忽然一下子开车了，还没坐稳哎","2017-07-13 00:57:51","3254","3","0"
"11902","滚，这样的男生不要也罢，他不是爱你，他是在操纵你，让你为他妥协，因为一个小动作而讨厌，不喜欢了，还要身体。好事怎么都让他占了呢？你也是爸妈宝贝的，怎么这么低声下气的为他改，对不起，我预测你们走不远。","2017-07-14 02:15:52","3254","9","0"
"11903","我快想死家了，哭哭哭","2017-07-12 15:16:20","3249","0","0"
"11904","我想收拾一下心情。毕竟还有很多事情做呢。","2017-07-13 00:57:57","3254","2","0"
"11905","谢谢7楼，你说到我心坎里了。","2017-07-13 00:57:58","3254","2","0"
"11906","想请问一下悄主所说的打手响是？","2017-07-12 15:53:09","3254","0","0"
"11907","我也想谈恋爱，找个贤惠的女生","2017-07-16 19:44:43","3251","2","0"
"11908","我也大二了，想爱情和学业双丰收","2017-07-13 00:03:31","3251","1","0"
"11909","就是普通的手响，哒的一声响。有时完成一件事或者开心就没意识打。","2017-07-12 22:33:15","3254","1","0"
"11910","姑娘，来，打个手响，我给你抓拍一张照片","2017-07-12 16:37:54","3254","0","0"
"11911","不错不错","2017-07-17 22:25:16","3251","1","0"
"11912","身体？给身体？呵呵呵  这还没在一起了  就算在一起了  也还是呵呵呵   ","2017-07-14 02:16:03","3254","5","0"
"11913","我还没谈过恋爱。这次可能是被套路了。","2017-07-14 02:16:07","3254","4","0"
"11914","快回家吧！","2017-07-13 10:01:51","3249","1","0"
"11915","这男的****什么破玩意儿啊
同意7楼，你也是你爸妈的宝贝，一个这么没品的男生算老几啊，连为他苦恼都没必要。
还有你说的为他改掉打响指这个习惯，难道就能保证以后你们都可以顺顺利利在一起了吗？他不会要求你改得更多？没有爱情是可以通过单方面的妥协维持下去的。而且因为你打了个响指就不喜欢你了，这他妈能叫喜欢？","2017-07-14 02:16:17","3254","8","0"
"11916","这么渣的男的也配有女朋友？姑娘请离他远一点","2017-07-13 06:49:33","3254","3","0"
"11917","在一起快两年的我们，他马上去上海读研了，真的好能理解你的这种感觉，心里觉得好难过，，两个人抱在一起哭过很多次了，看着他哭，我就更想哭，，","2017-07-12 19:29:57","3233","0","0"
"11918","从来这里都是劝分不劝和的","2017-07-13 00:58:10","3254","4","0"
"11919","楼上我想说，等综测的时候，全班的成绩都是公开的，他们就知道你一直在说谎了","2017-07-12 19:50:20","3241","0","0"
"11920","楼上一堆乱说的人","2017-07-13 08:15:38","3252","1","0"
"11921","你喜欢他吗？是他喜欢你，然后你一点习惯他就嫌弃了？你很害怕他嫌弃你吗？你很在意他的喜欢，还是其实你也喜欢他了？","2017-07-12 21:56:22","3254","1","0"
"11922","同意7楼15楼 不过打手响的习惯确实会有人不喜欢 当然 一切都看你心情啦","2017-07-13 00:58:13","3254","4","0"
"11923","微信号是真的？？","2017-07-12 20:58:17","3252","0","0"
"11924","有些东西说不清楚的。和他一起玩挺开心的。他当初喜欢的是表面上斯文可爱温柔的我。他可能觉得打手响是极为不淑女的行为吧。算了，不想再为这个点纠结什么了。毕竟我曾经试过努力挽回。（坚持自己底线范围内）","2017-07-13 00:58:16","3254","1","0"
"11925","坚决拒绝他，这样的男生不值得追，两个人在一起就应该相互理解相互包容的，包括对方的确定，学会欣赏对方的优点。只要不是原则上问题，都不是什么问题。悄主，你肯定会遇到对你很好的男生的，话说我我一直想打手响，但一直都不想(我是男生)。","2017-07-13 23:36:41","3254","2","0"
"11926","我好像打错了不少字。悄主以后肯定会遇到珍惜自己的人了。","2017-07-13 00:05:17","3254","0","0"
"11927","有些人的确会很难容忍某些小动作。但是我也不认为悄主说的那个人是个好人。因为就算是我这么轻佻的人也绝不会说要谁谁的身体。还是要你自己仔细判断的好。","2017-07-13 00:27:16","3254","0","0"
"11928","是对自己外表没自信还是会忍不住尴尬紧张还是怕她不理你而没面子？","2017-07-12 22:41:45","3252","0","0"
"11929","“不太在乎另一半的外貌”这句话透露出一个重要的信息。","2017-07-16 03:59:44","3251","4","0"
"11930","哇，这男的不会理解为你打手响就是要～～这明显就是个渣男呀","2017-07-12 22:47:27","3254","0","0"
"11931","留下联系方式？","2017-07-12 22:49:15","3251","0","0"
"11932","哇，好贤惠的师妹，可否聊聊～～微信 
lucky7seven10","2017-07-12 22:56:24","3251","0","0"
"11933","还是觉得自己慢慢认识的比较好，不喜七大姑八大姨乱扯的形式，真不是搭伙过日子，又不是一个人就活不下去了，等待一份爱情，能走到终点的爱情……","2017-07-13 00:57:21","3257","1","0"
"11934","  天哪，想想都恐怖，要真到那时候真的可能会疯！希望未来能有一个兜兜转转怎么也走不散的人在等我，可能喜欢一个人真的会变得无可救药吧，不知道自己还有没有机会无可救药，真悲哀，一辈子的应该没有几次真的喜欢吧!可是又不一定有缘。真***悲哀!好想骂人。","2017-07-12 23:53:17","3257","0","0"
"11935","你们这两三年的不回家有点过了吧？你们这是蹲监狱嘛？","2017-07-12 23:54:07","3249","0","0"
"11936","很想回啊可是不能！","2017-07-12 23:55:10","3249","0","0"
"11937","楼上别被三姑六婆阴魂不散的等着就好。","2017-07-13 13:50:13","3257","1","0"
"11938","身高180，体重140路过。看到悄主的悄悄话，老衲的少女心呀","2017-07-13 00:04:13","3251","0","0"
"11939","就不担心挂？","2017-07-13 00:57:07","3258","1","0"
"11940","你这种最适合挂了","2017-07-13 00:19:34","3258","0","0"
"11941","手响是响指吗？我想说我特意学了好久终于学会的，看到这条悄悄话我很伤心哈哈哈哈","2017-07-13 00:25:17","3254","0","0"
"11942","还好男生，，，家里不是很急","2017-07-13 09:02:05","3257","0","0"
"11943","考完了还不能刷一波剧吗，我可是很认真复习的小仙女。","2017-07-13 00:37:59","3258","0","0"
"11944","互相尊重，互相扶持，互相理解，然后一直走下去，爱情最终变为亲情，相濡以沫。悄主请联系我吧，也许红线会悄悄的连在一起","2017-07-17 14:41:54","3251","1","0"
"11945","我也不会说得很离谱的，在同一绩点范围内说低一点。估计到那时他们也差不多忘了吧","2017-07-13 01:24:07","3241","0","0"
"11946","不知道怎样去开一个头(-｡-;","2017-07-13 07:22:20","3252","0","0"
"11947","死基佬 ","2017-07-13 21:50:04","3260","2","0"
"11948","智商捉急","2017-07-13 07:24:49","3258","0","0"
"11949","fucking faggot","2017-07-13 23:39:48","3260","2","0"
"11950","悄主的话放佛让我遇见了我的未来，毕竟老爸说过女孩子25岁还不结婚就老了","2017-07-13 07:36:21","3257","0","0"
"11951","不明觉厉，从一开始就注定结束的定论是怎么得出的？","2017-07-13 16:32:20","3259","1","0"
"11952","你放弃了一个爱你的好女孩，就活该遇到一个**，看了你的独白，大概明白了男生怎么看待追他的女孩，所以女孩们好好加油啦！不要像邱莹莹，就是个傻子。存在即合理，经过了才会成长，希望楼主在你能爱她的时间里好好爱她。","2017-07-13 13:10:26","3259","0","0"
"11953","一楼 女生主动，男生就感觉廉价，而且三天就答应，根本俩人感情深度不同步，而且女生对他太好，不劳而获谁都不会珍惜，可能人性就是这样吧！主动追的那个永远低一头，如果低一头的是女生，那么这场恋爱就悲剧了，所以他说一开始就注定结束。个人看法hhh","2017-07-13 16:32:33","3259","1","0"
"11954","想多了╮（╯＿╰）╭","2017-07-16 00:33:27","3260","2","0"
"11955","如果我觉得我们结不了婚，我是绝不可能跟她谈恋爱的","2017-07-13 16:32:38","3259","0","0"
"11956","别把自己奶死哦(´-ω-`)看好你哦","2017-07-13 22:56:17","3258","1","0"
"11957","放屁，热巴永远年轻漂亮","2017-07-13 08:51:20","3257","0","0"
"11958","挂了的话我会来报喜的","2017-07-13 08:52:17","3258","0","0"
"11959","楼上真菜 我小学就会打了","2017-07-13 08:52:56","3254","0","0"
"11960","不能说另一头主动就廉价，几天的样子在一起，是因为都合的来，合的来的话，在一起何必要求你们多少天在一起呢？
因为她是外省人，我家里很反对外省的女生，（这里不是什么歧视什么东西，只是每个的家庭观念不同，因为结婚你还是要考虑家庭的）
，并且她有点矮，我父母就更不能接受了，我不想她和我在一起，每天受到我父母的冷眼，我希望她开开心心的，每天都能欢笑。
我主要想探讨的是这一句话：不以结婚为目的都是耍流氓！！！
不是想表达什么渣男什么东西，或许我想太多了，以后的事，现在也说不准。","2017-07-13 09:43:07","3259","1","0"
"11961","开头还能怎样，想追她就真诚点啊！不用拐弯抹角的，不过态度一定要诚恳，眼神一定要认真。","2017-07-16 00:35:56","3252","1","0"
"11962","不以结婚为目的都是耍流氓！！！赞同，抱歉，理解错了。","2017-07-13 09:03:39","3259","0","0"
"11963","厉害了","2017-07-13 18:15:54","3260","4","0"
"11964","有什么剧啊推荐一下呗！我最近看军师联盟，等几天会看大秦帝国，楚乔传就不用推荐了。","2017-07-13 09:21:47","3258","0","0"
"11965","不愧是我工","2017-07-13 16:30:31","3260","2","0"
"11966","那悄主为啥不能回呀","2017-07-13 09:40:08","3249","0","0"
"11967","所以，一楼和二楼是怎么回事","2017-07-13 21:32:24","3260","1","0"
"11968","额，我觉得还好吧","2017-07-13 10:01:12","3254","0","0"
"11969","你去当诗人吧 ","2017-07-16 00:32:31","3261","3","0"
"11970","小心别被肛出血 容易染aids","2017-07-13 17:40:54","3260","2","0"
"11971","为什么......","2017-07-16 22:59:33","3261","0","0"
"11972","在你的诗里慢慢意淫 
不用这么纠结
","2017-07-16 08:07:15","3261","2","0"
"11973","时间可以冲淡一切。我的生活照常，继续吃好，睡好，学习工作好。慢慢走出来。","2017-07-13 23:52:55","3254","1","0"
"11974","不明白楼上为什么要这么没教养地就说人家在YY
对于悄主的问题，我认为每个人的处理方式不一样，这种事情本来就没什么绝对的对或错。","2017-07-13 23:39:09","3261","2","0"
"11975","悄主何必单恋一枝花，还是有主的。","2017-07-13 11:15:46","3261","0","0"
"11976","这样挺好的，至少先是好哥们。","2017-07-14 01:22:38","3260","3","0"
"11977","一楼二楼和七楼都是同一个人，这么说话太过分了。","2017-07-13 21:32:33","3260","5","0"
"11978","你要加油啊，日子是自己过的，又不是你的家人帮你过。如果你的家人爱你，如果你足够爱她，那么你们肯定会在一起的。遇见合适的人多不容易多难得，别轻易放弃","2017-07-13 15:20:28","3259","2","0"
"11979","挺好的？
让你感染HIV两天 你试试
继续说挺好继续玩
","2017-07-13 15:19:35","3260","1","0"
"11980","嘻嘻～不见征戎儿，岂知关山苦～","2017-07-13 12:18:17","3249","0","0"
"11981","为什么要歧视我们...","2017-07-14 01:22:38","3260","2","0"
"11982","真的喜欢还是说出来吧，反正你都觉得没希望哦…有恐同也有不恐的呀，楼上别有压力","2017-07-13 14:46:41","3260","0","0"
"11983","嗯呐～你们可以加我QQ，交个朋友～847263752","2017-07-13 15:03:38","3251","0","0"
"11984","得不到的永远在骚动啊～","2017-07-13 16:38:37","3261","1","0"
"11985","如果是我，明知我有男朋友还追的那男生不帅，或者让我感觉很烦，多次说明之后他还是不管不顾，我可能会拉黑他……","2017-07-13 23:32:35","3261","2","0"
"11986","很反感那些戴着有色眼镜的人，不要这么急着通过语言把你的没修养暴露出来好吗？亏你们还是读过大学的呢，什么叫做尊重还不懂吗？你可以不赞同，但请你理解。真正的爱，爱的是对方的灵魂，不是性别。你没有考虑过自己随口的一句话会给别人带来怎样的感受的吗？我想对同性恋的同学说句，加油！不要管别人怎么说。如果你真的喜欢，就当是女生一样去追他，去表白啊。爱上同性，没什么大不了的，你和我们都是一样的。喜欢，就表白咯，因为，这是给自己的一个交代。","2017-07-13 23:33:22","3260","2","0"
"11987","很棒！","2017-07-13 18:24:51","3257","1","0"
"11988","不觉得啊。虽然我是女的，但我觉得这个很酷啊！而且这个打手响是男生教我的呢哈哈～你们，或许只是不合适吧。","2017-07-13 15:19:13","3254","0","0"
"11989","对啊，姑娘，真的不要和这男的在一起了……他这样的哪算是真的爱你啊！你要小心了！我觉得他有点渣。真正的爱不是要求对方改变什么，而且学着去欣赏接纳对方什么！而且他这么快就打你身体主意了……可想而知……毕竟……性中，最容易受伤的还是女生自己啊……你一定要慎思！","2017-07-13 15:22:53","3254","0","0"
"11990","楼上的心真宽
未来中国青少年HIV感染率百分之90一定要算你一份功劳","2017-07-13 15:27:51","3260","0","0"
"11991","学校什么时候人性过，特别是后勤这一块","2017-07-13 16:44:27","3265","0","0"
"11992","不知道说什么。。。。。
甚至觉得你那个舍友有点耳熟。。。。。。
","2017-07-15 00:09:04","3260","1","0"
"11993","10楼有毛病？我说的挺好的是指他们现在谁也没有说破，还是普通朋友关系挺好的。","2017-07-15 00:09:06","3260","1","0"
"11994","华工不允许重修刷分","2017-07-14 19:49:39","3267","0","0"
"11995","你可能只是没有跟男的好好相处而已","2017-07-13 20:40:21","3269","0","0"
"11996","虽然同性恋HIV感染率的确会高，但是～算了我不和偏执的人争辩，懂我但是的人自己会懂。愿悄主最后能有一个爱你你也爱的爱人，无论男女，以及保护好各自的健康。","2017-07-20 20:48:13","3260","1","0"
"11997","只是没有碰到有感觉的人","2017-07-14 07:34:48","3269","1","0"
"11998","我也出现这样的问题","2017-07-13 22:31:56","3263","0","0"
"11999","其他两个舍友知道了，那是感到多么恐怖","2017-07-13 23:31:50","3260","1","0"
"12000","你对小姐姐的兴趣大于对小哥哥的兴趣吗？","2017-07-14 07:34:50","3269","0","0"
"12001","广东有什么企业没听说过华工的吗？","2017-07-17 02:28:57","3268","3","0"
"12002","楼上 对方可能是北方刚刚过来的毕业生","2017-07-14 02:09:07","3268","2","0"
"12003","可以的，快大四的时候你们辅导员会说","2017-07-13 23:31:21","3267","0","0"
"12004","等到遇到了喜欢得不得了的人，不管是小哥哥还是小姐姐，这些都不是问题啦。","2017-07-13 23:35:31","3269","0","0"
"12005","话说这个要怎么反映还真不知道。。","2017-07-13 23:37:28","3265","0","0"
"12006","为了大家的健康，为了更少HIV
同性恋们不可以在一起就算他们真心有爱。
……
我也是醉了。同性恋群体HIV可能性比较高，解决办法不正是应该同性恋合法化（那样就不用在见不得光的地方仓促找陌生性伴侣解决欲望）以及加强卫生建设之类的吗？","2017-07-13 23:47:11","3260","0","0"
"12007","楼主加油，会好的","2017-07-13 23:50:18","3260","0","0"
"12008","不，我觉得很帅气(๑°3°๑)","2017-07-13 23:51:26","3254","0","0"
"12009","一楼，这种情况多的是，广东企业的员工很多都不认识华工不稀奇。","2017-07-13 23:53:38","3268","0","0"
"12010","同意7楼
不想说就别说呗，直接来一句“我不想说。”一般别人就不会问下去了，除非缺心眼","2017-07-13 23:56:25","3241","0","0"
"12011","百忙中都要偷看","2017-07-17 02:28:30","3271","1","0"
"12012","上学时候的我就是大概两年回一次家...工作了 估计 频率更低吧【毕竟没钱】","2017-07-14 00:41:07","3226","0","0"
"12013","因为我的情绪他不会在意了，所以不说了","2017-07-17 15:03:14","3273","2","0"
"12014","如果对方有男朋友了还是放弃吧，毕竟会对女孩子造成困扰，你喜欢也不是你也一个人的事啊。重要的事说三遍，会造成困扰，困扰，困扰……毕竟思考怎么少伤害地拒绝你就已经很伤脑筋了","2017-07-14 02:14:55","3261","0","0"
"12015","不是所有家庭都是父母关系不好的，说不定你也会遇到好的伴侣，单身一辈子很难的","2017-07-14 02:18:59","3232","0","0"
"12016","臭傻逼 最该死的或许不是基佬 而是在旁煽风点火 呼吁合法化 站着说话不腰疼的一群乌合之众","2017-07-14 07:07:57","3260","0","0"
"12017","不过分","2017-07-14 16:15:26","3274","2","0"
"12018","理解，就像男孩找女朋友先看脸","2017-07-14 22:39:08","3274","1","0"
"12019","心理原因","2017-07-20 20:46:16","3275","1","0"
"12020","因为说再多也没用，最后还是独自黯然神伤","2017-07-15 23:07:15","3273","1","0"
"12021","一颗金子自己知道发光就好，何必跟泥沙论长短","2017-07-15 02:37:03","3268","1","0"
"12022","我152。。。。然而追我的男生从165到185都有。。。。。","2017-07-21 21:51:46","3274","1","0"
"12023","重修最高分只能算60，这样怎么刷？","2017-07-14 15:20:58","3267","0","0"
"12024","昨晚灯神悄悄话没推文(´･_･`)（所以悄主是小编么？）","2017-07-14 15:45:10","3273","0","0"
"12025","这里180（笑）一点不介意","2017-07-14 15:53:12","3274","0","0"
"12026","回复楼上，并不是，只是见证了这里的兴衰而已","2017-07-15 02:33:11","3273","1","0"
"12027","155,我想找175-183的，不要太高……","2017-07-14 16:16:04","3274","0","0"
"12028","我也是","2017-07-14 17:36:32","3271","0","0"
"12029","我有时候会对一些女生产生莫名的反感，高中就很喜欢一个女生~但我确定我不是歪的。我也很奇怪","2017-07-14 16:18:05","3269","0","0"
"12030","我是总梦见蛇，老是好多好多蛇追着我跑，真的太恐怖，关键还不知道是做梦，吓到我醒，我也不知道怎么办，如果醒不了就一直被吓着。这些我也不懂怎么回事，只要是做恶梦，就一定有蛇。我们俩是不是有点相似?","2017-07-15 23:13:40","3275","2","0"
"12031","嗯嗯，有点","2017-07-14 17:13:13","3275","0","0"
"12036","哈哈哈哈哈哈我就是那个帮你视频上头条的某灯工作人员 真是好巧好巧 你真的好用心！再晚推送也要帮你上头条！！（其实我朋友跟我说你想上推送来着 原来他骗我的哼","2017-07-14 18:12:35","3278","0","0"
"12037","回复楼上，主要你们拿了我的原视频了_(:3」∠)_，我还没擦掉署名","2017-07-14 18:15:17","3278","0","0"
"12038","orz当时赶着要发推送 以为你真的想让视频上推送给妹子惊喜来着 没留意到这个问题・_・?抱歉 祝你工作顺利嘻～","2017-07-17 00:16:16","3278","1","0"
"12039","哈哈哈哈，没事，现在想想推出来还挺好的～(￣▽￣～)~","2017-07-14 18:39:57","3278","1","0"
"12040","咦，这说的不就是我吗～","2017-07-14 21:00:38","3279","1","0"
"12041","内向的人表示说得很正确","2017-07-14 21:08:49","3279","0","0"
"12042","3楼的脸这么漂亮？","2017-07-14 23:59:43","3274","2","0"
"12043","不过分丫，要有自信","2017-07-17 13:01:07","3274","0","0"
"12044","我也想知道","2017-07-14 22:43:34","3272","0","0"
"12045","这么久了一直不知道我们学校继续教育学院有什么专业怎么样好尴尬","2017-07-14 22:45:46","3265","0","0"
"12046","妹子，我觉得还可以再高一点。哈哈  嫑打我，开个玩笑。其实呢找男朋友呢不要给自己设立太多条条框框，或许有一天你遇到的那个人完全不符合自己当初的标准 但是却就是莫名其妙的喜欢啊。","2017-07-20 20:20:23","3274","4","0"
"12047","哈哈 可能他是基佬呢","2017-07-15 12:01:36","3280","0","0"
"12048","哈哈哈，把可爱的俏主抱走","2017-07-14 23:31:00","3280","0","0"
"12049","点击疑难解答，然后重新启动","2017-07-14 23:47:14","3263","0","0"
"12050","对方内心太黑暗。","2017-07-15 00:22:19","3280","0","0"
"12051","尺有所长寸有所短。","2017-07-15 00:23:38","3279","0","0"
"12052","建议去做一下心理辅导。","2017-07-15 00:25:02","3275","0","0"
"12053","已经很高啦，摸摸头。","2017-07-15 00:25:59","3274","0","0"
"12054","我妈老是说我是捡来的，但我不生气。我姓✘，我爸也姓✘，谁才是捡来的？不过我不会告诉她。","2017-07-16 19:50:09","3271","0","0"
"12055","多少人欺软怕硬，讨好不如震慑","2017-07-16 19:37:24","3282","1","0"
"12056","哈哈哈我还以为这是我写出来的。除了研究生这一条不符合，别的简直一模一样！我也是这样的，而且乐在其中，每个人都有自己的生活方式，这就是我舒服的喜欢的样子，所以一直是这样状态，而且愈演愈烈。一直觉得人活着的终极目标是让自己快乐舒服（在不刻意伤害他人的情况下），所以，我还是希望自己在变成一个不得不需要讨好他人的人之前，按自己的心走。","2017-07-18 01:08:03","3282","4","0"
"12057","我175，想找个155-165的女生，自我感觉很过分","2017-07-15 01:11:50","3274","0","0"
"12058","嗷～我还特意跑去知乎看了。所以你为什么要匿名回答哈哈哈我还想关注你来着","2017-07-17 11:05:10","3278","2","0"
"12059","腐女，，我也是大学才知道有，，她们自己说的","2017-07-16 09:24:02","3280","1","0"
"12060","该庆幸。","2017-07-15 14:18:53","3283","1","0"
"12061","在《非暴力沟通》这本书上介绍了个人成长的三个阶段:
第一阶段:“情感的奴隶”。我们需要为他人负责，让他人快乐是我们的义务。
第二阶段:“面目可憎”。开始觉得牺牲自我去迎合他人会让自己恼怒，因此不再愿意为他人负责，但依然心存疑虑，从而态度生硬。
第三个阶段:“生活的主人”。开始认为帮助别人是一种自由和快乐的行为。帮助他人，是出于爱，而不是出于恐惧、内疚或惭愧。我们对自己的意愿、感受和行动负有完全的责任，但我们不能对他人负责。","2017-07-17 08:32:32","3282","5","0"
"12062","哈哈哈哈，感谢楼上的支持，想不到还有人喜欢看这类文章（捂脸）。不过毕业了，以后就不写这类文章啦～","2017-07-15 10:46:54","3278","0","0"
"12063","什么鬼，语文考几分的","2017-07-15 10:57:34","3283","0","0"
"12064","傻屌","2017-07-15 13:34:14","3283","0","0"
"12065","没意思，害得我都没东西评论了。","2017-07-15 14:01:47","3273","0","0"
"12066","兄弟你这个繁体字我不想看","2017-07-15 14:18:34","3283","0","0"
"12067","多品美的打印店好像可以","2017-07-15 22:54:34","3286","3","0"
"12068","北区 东莞庄路 天桥下面 往里面走几十米","2017-07-15 19:19:10","3286","0","0"
"12069","最近几年做的噩梦都是有人背对着我 当我走到他后面的时候他就转过头 对我阴笑 每次都被吓醒 然后动都不敢动 现在想想都还怕","2017-07-15 23:16:22","3275","1","0"
"12070","不过分啊 我162想找个173以上的 应该也不算过分吧","2017-07-15 23:16:07","3274","0","0"
"12071","额，确实可怕","2017-07-15 23:16:36","3275","0","0"
"12072","我是男生，但我偏要评论一句| ू•ૅω•́)ᵎᵎᵎ","2017-07-16 19:54:43","3287","4","0"
"12073","听楼上的回答，感觉那不是一个安全的地方，往往存在着......","2017-07-15 23:21:34","3286","0","0"
"12074","可是我玩狼人杀不6","2017-07-15 23:22:25","3281","0","0"
"12075","没事啊，6不6都是一样玩的嘛 ","2017-07-15 23:24:21","3281","0","0"
"12076","大概是想有人分享喜悦，分担痛苦吧","2017-07-17 23:16:00","3287","2","0"
"12077","大概是希望在遇到美景的时候身边刚好有个人，可以说一句“快看，这可真美啊”。","2017-07-17 23:15:58","3287","2","0"
"12078","傻叼","2017-07-16 00:18:01","3289","0","0"
"12079","那其它档次的大学生如何是好??","2017-07-16 00:31:56","3268","0","0"
"12080","喜欢就追","2017-07-16 01:03:00","3289","0","0"
"12081","这道题超纲了┐(´-｀)┌","2017-07-17 17:19:46","3287","1","0"
"12082","给你推荐《权利的游戏》，什么噩梦全都习以为常了。","2017-07-16 07:17:57","3275","1","0"
"12083","你加油。这种事情我想都不敢想。","2017-07-16 03:58:10","3252","0","0"
"12084","Владимир : Нахуй тебе сука.
Мальчик : Да, сэр.","2017-07-16 04:07:09","3245","0","0"
"12085","额(⊙o⊙)…听说很可怕","2017-07-16 07:18:19","3275","0","0"
"12086","168以上，哈哈，终于符合条件了","2017-07-16 08:18:34","3274","0","0"
"12087","能不能爽一波 
云雨之欢","2017-07-17 17:19:47","3287","3","0"
"12088","楼上是不是每一条评论都带着“性”","2017-07-16 10:38:00","3287","2","0"
"12089","要是他对你有感觉，会主动行动。现在对你不冷不热，明显没那么在乎你。","2017-07-16 22:59:39","3292","1","0"
"12090","他没有行动，虽然异地但是同一个省也不远，也没有来找过我，也不主动说明，可是我现在说了之后，还是那样，我又暂时退不出来，不知道应该怎么办。","2017-07-16 16:50:09","3292","0","0"
"12091","哈哈哈","2017-07-16 20:00:08","3280","1","0"
"12092","就会比较被动了。","2017-07-16 10:20:45","3292","0","0"
"12093","世界上最开心的事情 
男与女","2017-07-16 10:29:54","3287","0","0"
"12094","不用在忍受精神空虚","2017-07-16 11:08:15","3287","0","0"
"12095","很简单，因为那个男生性格被动咯，让他慢热起来不就好了么","2017-07-16 11:10:16","3292","0","0"
"12096","怎么让他慢热起来啊","2017-07-16 11:16:20","3292","0","0"
"12097","直接进入第三阶段","2017-07-17 13:21:26","3282","1","0"
"12098","话说，成员无限制件加入吧 HHH","2017-07-16 12:20:35","3281","0","0"
"12099","毫无疑问，英剧——腐剧","2017-07-16 12:23:22","3280","0","0"
"12100","
海边的曼彻斯特","2017-07-16 12:28:38","3258","0","0"
"12101","贱huo","2017-07-17 00:32:38","3292","1","0"
"12102","哈哈哈哈可爱死了","2017-07-16 14:14:27","3258","0","0"
"12103","我是这位男生那种性格，不主动，害羞…其实只要对方说出我喜欢你，我们在一起吧这样的话，是真的会答应的…而不是我对你有好感哦","2017-07-16 16:13:49","3292","0","0"
"12104","。。。我觉得男生应该主动些，他一点都不主动的话，时间久了我会累，也许就放下了。","2017-07-16 16:50:01","3292","0","0"
"12105","两个人的事嘛，有时女生也要主动和勇敢啊，其实是没有性别之分的呢，相互协调","2017-07-16 15:52:40","3292","0","0"
"12106","161.要178以上的","2017-07-16 16:21:11","3274","0","0"
"12107","我是女的，但我反感男朋友这样跟我讲话，唉，像傻的","2017-07-16 16:36:37","3294","0","0"
"12108","不主动，不拒绝，不负责。哈哈哈哈哈哈，估计是老司机。  哪怕明知是错的也要走一遍才甘心了，加油~","2017-07-17 11:21:10","3292","1","0"
"12109","我还是希望一起成长。品德，能力，心肠都涨，然后组成小小的幸福的家，不离不弃。","2017-07-16 18:57:28","3287","0","0"
"12110","欢迎转来物流工程","2017-07-16 19:39:22","3293","0","0"
"12111","想脱单是因为想要有人陪伴吧，男朋友是最名正言顺任何事情都可以叫他陪你的人，当有了深入的感情交流，有人跟你分享美好的事情的时候，也是一种幸福。
但要注意，假如你找了一个总是很忙的男朋友，那其实有没有男朋友都是一样的","2017-07-18 12:00:46","3287","1","0"
"12112","告诉他呀！反正他都要出国了以后都不会再见了，爱一个人不能跟他在一起就算了，对方连你爱他都不知道也太可惜了吧，你还年轻，干嘛那么早就给自己的人生留遗憾。别听那些人的话，你的人生是你自己的，关他们什么事","2017-07-16 20:05:24","3260","0","0"
"12113","让我好好滋润你的小洞洞","2017-07-16 20:27:39","3294","0","0"
"12114","现在体会到你父母把你养这么大是多么不容易了吧。","2017-07-17 15:28:45","3297","4","0"
"12115","谁叫你牙签细 
  活该","2017-07-17 11:41:48","3297","0","0"
"12116","插皮炎吧","2017-07-16 21:21:05","3296","0","0"
"12117","只是相互很爱的人才能满足你的要求吧。","2017-07-16 21:21:47","3296","0","0"
"12118","我说有必要吗","2017-07-17 11:01:49","3298","4","0"
"12119","我也不习惯拥抱，甚至不想碰别人......","2017-07-16 21:43:19","3296","0","0"
"12120","北十，一楼有教程","2017-07-16 23:19:14","3295","1","0"
"12121","她？他？贵圈真乱！","2017-07-17 11:02:48","3293","2","0"
"12122","youyisima...","2017-07-17 13:01:05","3298","2","0"
"12123","喜欢抱或被抱，满满的安全感","2017-07-16 22:08:30","3296","0","0"
"12124","一楼能不能不要那么粗俗","2017-07-16 22:15:50","3296","0","0"
