"id","gender","grade","content","award","publishTime"
"4730","女生","大二","可爱的阿灯啊，我想找个会装软件的同学帮我装两个软件，Matlab和HFSS。安装包我都有的，但是电脑白痴的我老是不成功QAQ&hellip;&hellip;电脑是Macbook 装了windows系统了.....迷之用不熟练 求各位大神江湖救急！！！","可以帮你完成一个力所能及的心愿 或者给你小礼物 请你吃饭也行。你也会收获一个朋友～","2017-03-21 15:43:03"
"4731","女生","大三","广外考研党跪求华工新传同学帮助！跪求各种资料或建议或吐槽或组队考研都可以！我现在连教材都买不齐 贵院官网也点不开&hellip;私以为华工新传神秘莫测难以捉摸！（？） 
","如果有意向广外北校的我也会尽我所能互帮互助哇","2017-03-21 15:45:40"
"4732","男生","大四","自己有srp  所以讲座票（主要是世纪木棉）有20多张剩余。有需要的联系我。不为挣钱，不收费。","一杯奶茶","2017-03-21 15:52:05"
"4733","男生","大三","本人Srp有了，讲座票有剩余（20多张世纪木棉）","随便～免费也ok","2017-03-21 16:19:05"
"4734","男生","大二","南校计科+金融，(&acute;･&omega;･`)想找国创队伍一起fight。我会翻墙找资料爬数据做分析(๑&bull;̀ㅂ&bull;́)و✧","一个还算靠谱的队友╮(￣▽￣&quot;)╭ 可以一起吃吃吃吃吃吃（？？？）","2017-03-21 17:03:02"
"4735","女生","大三","灯灯，我来找个会ps的大神，其他的加了私聊！非诚勿扰！","你说的我能接受的都可以！","2017-03-21 17:04:41"
"4736","女生","大二","小神灯呀，我是一名艺术生，我不是广东的，对呀对呀，我特别喜欢旅游，希望找到一个或者几个相同爱好的朋友一起去旅行，我觉得出去旅行是一件很美好的事，几男几女感觉玩起来会很开心，我很向往田园生活，哈哈哈，也想在那种地方住一段时间，享受一下大自然。我是一个爱音乐的人，喜欢唱歌，会弹琴，我也喜欢晒照，就是用手机拍一些景，当然不是专业的啦，借此机会也可以交一些朋友吧。希望有相同爱好呦。笔芯","愿望实现了报答你们那肯定很简单啦。","2017-03-21 17:15:37"
"4737","女生","大一","灯神啊灯神，我想找一个广州薛之谦后援会的会员一起团票。我感觉我手速肯定不行啊","我能做到的就好，你说。","2017-03-21 17:16:46"
"4738","男生","大三","华工北校大三男生，工科男一个，想找个女朋友，一起度过剩下的大学时光(颜值不高就不放照片了)","","2017-03-21 18:09:06"
"4739","女生","大三","灯神~我也是25号去考雅思的 然而时间比较尴尬 下午两点半考口语 希望能找到一起考的小伙伴和我拼车去仲恺呀~拜托啦","一起烤鸭","2017-03-21 18:14:05"
"4740","女生","大二","之前在灯神上发过求入手二手女式自行车，然后好多人来找我提供，但是巧合的是准备买给我车的师姐们都发现自己的单车有的问题而不好意思出给我，现在想继续让灯神帮帮我啊！求辆二手女式自行车，要求不高，不难骑就好~笔芯","价格合理立即就购啦~","2017-03-21 18:34:14"
"4741","女生","大一","我是公管的。有参加第十届全国大学生节能减排社会实践与科技竞赛校内选拔赛的小伙伴还缺人吗～求带！
超认真负责，想要参加一些大的竞赛～","认真负责有能力的队友一枚～","2017-03-21 18:40:10"
"4742","男生","大三","灯神啊灯神，我想要一个8米以上线长的插线板，10米的也ok，因为我在中区考研自习室要用电脑，坐在后面没插座，只能用插线板，希望好心人能帮到我","money","2017-03-21 18:43:24"
"4743","女生","大二","灯神啊灯神，我想找一份家教兼职，因为想自己赚钱补贴一下生活费。希望somebody能提供一些家教信息的渠道，谢谢啦","报答啊，你说，力所能及的事情都能行吧","2017-03-21 19:06:12"
"4744","男生","大三","想找个热爱学习的同学周末的时候一起自习，最好是大三考研党，北校课室：330402。","一个学习的挚友。","2017-03-21 19:09:49"
"4745","女生","研究生","灯神，我的心愿除了世界和平，还有就是老师签到的时候我都在= =开学到现在已经两次点名我人不在了&hellip;
急求#周二晚上#替我签到的妹子一枚，上课地点是#34号楼#，需要你在教室坐一晚上，干啥都可以但就是怕老师点名的时候我不在。有薪酬！！！大概是到第十二周结束，不用每周有需要我会联系你的 非常感谢！！！","有报酬，具体私聊","2017-03-21 19:32:58"
"4746","女生","大三","很崇拜学计算机或软件的同学，想认识一下，嘻嘻，以后或许有需要帮助的地方，最好大三及以上","一个朋友","2017-03-21 19:34:24"
"4747","女生","大一","清明三天假有没有人要去旅游缺队友哇？求带飞TAT仅限女生！！！女生！！","一个朋友？","2017-03-21 19:35:05"
"4748","女生","大二","周末两天五月天演唱会兼职，本来要跟舍友一起去的，但是她突然有事去不了了，多了一个名额浪费了挺可惜的，想找个女生跟我一起，结伴也安全一点。地点在大学城体育中心，时间是中午一点半到晚上十点半","一起积累兼职经验啊～","2017-03-21 20:00:27"
"4749","女生","大一","求现代工程认知实践课本","红包","2017-03-21 20:41:00"
"4750","男生","大二","我是土木与交通学院的一名大二生。最近老师想要申请一个国创项目，题目是&ldquo;广州中心城区暴雨内涝预警预报试验系统开发&rdquo;。由于是软件开发，所以希望可以找到一名软件学院的同学一起参与项目的申请及研究。","一起做项目~","2017-03-21 20:54:26"
"4751","女生","大四","这周末五月天在大学城开演唱会，鉴于房子不好找第二天有考试，北校狗想看完就回北校，怕安可太晚没有车，求人拼车回五山吖！","一路唠嗑的迷妹","2017-03-21 20:55:39"
"4752","女生","大二","灯神啊灯神，想知道今天在a1-409 生物医药与健康(通选课)坐在最左边倒数第三排的男孩子是谁","多一个可爱滴朋友?","2017-03-21 21:50:46"
"4753","女生","大三","有没有大三的同学准备报名夏令营的，一起交流下信息吧～","一顿饭？","2017-03-21 22:27:57"
"4754","女生","大二","这周末有一起去香港的妹纸吗QAQ求组队","浪浪浪～","2017-03-21 23:03:46"
"4755","女生","大一","有没有视频剪辑大神为我解答一些选择视频剪辑软件的疑惑，表示已被知乎上的评论看花了眼","请你喝酸奶～","2017-03-21 23:16:34"
"4756","女生","大二","可爱的灯神啊，我今天弄丢了两支笔，对我很重要啊，不知落在哪里了，一支lamy纯白杆，一支透明杆，希望捡到的宝宝可以告诉我，谢谢！","听你哒","2017-03-21 23:22:11"
"4757","女生","研究生","灯神呀，灯神，我是外院妹纸，想找一个人交换技能，急需要市场营销方面的知识和技能。","叫你口语，英语写作、翻译或者整理技能，或者私下协商呗～","2017-03-21 23:23:56"
"4758","女生","大三","灯神呀灯神，我想要去华工读研究生呐，请赐给我一个读物流管理与工程的学长学姐吧！求给我一个保研夏令营的助力","我的小心意已经在等着了哦^&omega;^","2017-03-21 23:24:13"
"4759","女生","大四","看到有人找队友，我也想。最近入了王者荣耀的坑，想找大神一起上分。目前是黄金四段位","一顿饭或者一杯奶茶？","2017-03-21 23:27:28"
"4760","男生","大三","万能的灯灯，我想找王者荣耀战友，一起参加周六广大举行的 王者高校争霸赛 ，求队友呀，最好王者段位的，来个坦克，来个射手。（已经有2王者了，再来3人咱们一起组队呀）","一起开黑，一起荣耀。","2017-03-21 23:39:12"
"4761","男生","大二","灯神啊灯神，我的好朋友是个身高184的中大男生，坐标中大南校区，是个喜欢看书的话痨，很有思想很有个性的一个人。希望有168-175的妹子陪聊，不会的话也没关系，御姐就行。他很想认识新朋友然后脱单哦。(已经过好朋友同意)","","2017-03-21 23:49:41"
"4762","男生","大一","ipad pro 成色要好 ","rmb若干","2017-03-21 23:51:53"
"4763","女生","大一","灯神 
想找3月21日晚上10点多拿着很多很多京东快递回寝室的师兄 
","一个朋友","2017-03-22 00:34:14"
"4764","男生","大三","灯神啊灯神，我是在北校念书的一个爱唱歌的蓝孩子，今年大三了，想在毕业之前实现自己的心愿在高校的合唱团里上台表演。希望能有同样喜欢唱歌的朋友这周末一起去面试呀 最好是北校的选手，男生女生都好，我们可以一起交流下怎么唱歌一起进合唱团呀","报答的话...一个和你一样喜欢唱歌的朋友？或者是过了面试请你去K房？又或者你会比较喜欢出去次个饭，我请你？","2017-03-22 00:46:38"
"4765","女生","大二","想做国创创业项目，准备组好队之后向老师要项目做。目前组里已有三名女生（经贸院的），想找南校计院或软院的同学负责技术部分。","报答4个创新分？","2017-03-22 01:02:56"
"4766","男生","大三","一辆九成新自行车两百块以下出手因为买了电驴","给你打折","2017-03-22 01:15:32"
"4767","女生","大四","灯神，我想找找 在广发实习的华工的童鞋，找同伴","好说好说，有饭吃","2017-03-22 07:48:52"
"4768","男生","大三","灯神啊灯神，咱们学校有没有玩天天狼人杀的呀？一起玩呀","我是焊跳的真预言家","2017-03-22 08:53:21"
"4769","女生","大二","我想找一个工商管理专业的同学了解一下学业上的事情 ，研究生更好，最好是研究生，谢谢！","我也不知道报答什么只要要求不过分都可以吧，但是真心会很感谢","2017-03-22 09:51:59"
"4770","男生","大三","求今年考研的研友组队泡图书馆，男女不限，活的就行，互相约束啦","你也收获一个研友啦","2017-03-22 10:11:39"
"4771","女生","大二","   我是材创高分子的，希望找个材创班的同学组队，报名国创，我现在已经退了所有的部门，打算全身心投入比赛中，我是绝对值得信赖的队友！","一个有热情，肯吃苦的队友！
并且满足你一个愿望吧！","2017-03-22 10:22:14"
"4772","男生","研究生","各位师弟师妹快来救救这个苦命的师兄。临近毕业，然而论文搞不定。发问卷凑凑工作量，奈何样本太少。所以希望在广州住过青年旅舍的朋友可以帮我填一下问卷哦，一定是要在广州住的哦。扫一扫下面的二维码，只需要您几分钟，就能圆师兄毕业的梦想，填过的都说好。","加我微信给个红包？交个朋友？哈哈。或者有想来广州住青旅的我也可以给你推荐哇，绝非广告，值得信赖。","2017-03-22 10:40:28"
"4773","女生","大三","今天没抢到薛之谦深圳站的票！！希望有抢到的朋友能不能割爱一张！！","请你吃饭还是啥的可好？","2017-03-22 11:55:29"
"4774","女生","大二","想找在大学城学法医专业的小伙伴～","随你提呀～","2017-03-22 12:12:18"
"4775","男生","大二","灯神啊我想问问有没有小伙伴知道广州哪里有卖MORE绿软的，我想送给我的朋友。顺便说一句吸烟有害健康hhh","帮你抢通选！我的核心和全英都没掉过","2017-03-22 12:57:09"
"4776","女生","大一","灯神啊灯神 我想找昨天晚上3月21日 10点多拿着好多京东快递回c13的师兄 
帮了他一个小忙  觉得有缘 想交个朋友","一个朋友 或者你说","2017-03-22 12:58:49"
"4777","女生","大三","周二下午330306遗失黑色Kindle一部，希望大家能一起努力找到它","红包","2017-03-22 14:14:37"
"4778","女生","大一","灯灯阿灯灯 我想找一个妹子和我一起去参加近期的那个华农华工的粤语歌唱大赛。如果你也像我一样喜欢粤语歌 也唱得还不错的话  一起去参加比赛阿～","一起唱歌一起进步","2017-03-22 14:29:29"
"4779","女生","大三","万能灯神，我想寻位计算机专业的童鞋 ，想请教学计算机，阿里嘎多","你说。","2017-03-22 15:18:16"
"4780","男生","大三","想找一个，可以聊一下心事的。广交朋友","尽力满足要求","2017-03-22 15:27:53"
"4781","男生","大三","找一个她，，","拜托拜托","2017-03-22 15:29:24"
"4782","女生","大四","大四狗，毕设进度可控，有未完成心愿，求组队毕业游","...","2017-03-22 16:19:25"
"4783","男生","大三","平时dota2开黑车队总是不够五个人 想建个dota2微信开黑群~小伙伴们快来呀","一起哈啤 5000+选手带你一起飞","2017-03-22 16:35:16"
"4784","男生","大四","今天上午在博学楼102丢失了一根蓝色威迪文钢笔，上的是红色墨水。因为这根笔是父亲送我的。对我来说意义重大。如果有捡到感激不尽。","必有重谢","2017-03-22 16:35:21"
"4785","男生","大三","小灯啊小灯，最近入了r6坑，有没有队友带飞啊，帮我完成情景训练，最后一关被虐惨了，一个人根本打不过呀&hellip;&hellip;","一起玩啊","2017-03-22 16:47:10"
"4786","男生","大四","没有抢到薛之谦深圳站门票，求转，求约，求组队，一切好说吧。","可靠的队友","2017-03-22 16:53:15"
"4787","女生","大二","五山附近有什么烹饪兴趣班吗？","你来定","2017-03-22 17:15:29"
"4788","男生","大二","有谁是周二晚上北区博学楼308经济学原理的。。忘了自己选了那门课结果第一堂课没去听，希望有同学告诉一下讲了什么。。","北一二楼走起","2017-03-22 17:32:52"
"4789","男生","大一","我是南校大一一小逗逼，想找一些志同道合的小伙伴做朋友，男女不限。","君子之交淡如水～","2017-03-22 17:36:58"
"4790","男生","大三","灯神啊灯神，18号无协举办开题大会那天在门外，有人错拿了雨伞吗，天堂伞，伞面是藏青色/黑色的。那天晚上雨很大，我等到最后所有伞都被拿走后，我拿起这把蕾丝边的雨伞向众人问道：&ldquo;这是你们的伞吗？&rdquo;众人答：&ldquo;不是。&rdquo;，所以我就拿回来了，我看这把伞的手柄和我的是一样的，所以估计是哪个妹子错拿了。今天又下雨了，我一个男生打着这把雨伞去北二吃饭，有点尴尬/哭笑","还你雨伞","2017-03-22 18:05:32"
"4791","女生","大二","灯神啊灯神，想问一下有没有国创项目缺人，化学与化工方向的，真的很想做项目，我会很认真负责的，如果能加入的话我会把家教辞掉保证时间","一个好队友和好朋友~","2017-03-22 18:06:25"
"4792","女生","大三","想要认识计算机或者软件的同学，广东省，173cm及以上，大三及以上","一个朋友","2017-03-22 18:08:06"
"4793","男生","大三","打算报考下半年的教师资格证，求队友&hellip;&hellip;","一个一起备考的队友？","2017-03-22 18:29:25"
"4794","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 18:33:27"
"4795","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 18:33:27"
"4796","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 18:33:28"
"4797","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 18:33:28"
"4798","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 18:33:28"
"4799","女生","大二","灯神啊灯神，想问一下有没有国创项目缺人，我是大二的，化学与化工方向的，真的很想做项目，我会很认真负责的，如果能加入的话我会把家教辞掉保证时间","一个好队友，好朋友~","2017-03-22 18:39:22"
"4800","男生","大一","16级电子与信息学院的冯发明同学，你的校园卡掉在西三前的楼梯，已交至中区食堂","?","2017-03-22 19:27:35"
"4801","男生","大一","16级电子与信息学院的冯发明同学，你的校园卡掉在西三前的楼梯，已交至中区食堂","?","2017-03-22 19:27:37"
"4802","男生","大一","16级电子与信息学院的冯发明同学，你的校园卡掉在西三前的楼梯，已交至中区食堂","?","2017-03-22 19:27:41"
"4803","女生","大四","闲的无聊 有相机 想给妹子义务拍照  妹子不要太挑剔就行","一组照片","2017-03-22 19:51:46"
"4804","男生","大二","批量卖创新分啦，1.6分，200块钱，大部分是经贸学院讲座的，有需要的联系呀。","成功毕业～","2017-03-22 20:02:42"
"4805","男生","大三","灯神啊灯神，有木有银来唱歌给我听啊","你说","2017-03-22 20:36:02"
"4806","女生","大一","万能的灯神啊&hellip;我是一个刚刚开始学ps的小白啊&hellip;&hellip;我想找一个大神问一点点小问题（我我我不烦人的，能自己百度的我绝对不问","一个小礼物呀～或者你决定～","2017-03-22 20:45:15"
"4807","男生","大二","灯神啊灯神，我想找我的伞！今天晚上6:30到北二图书馆学习，把伞放在了外面楼梯旁的窗户最边上，因为我的伞长的很大众，怕丢所以放在了最边上，结果还是有人拿了我的伞","不还的话送你好了","2017-03-22 21:15:58"
"4808","男生","大四","我想认识一个纹身的姑娘","whatever u want if i can offer it","2017-03-22 21:54:19"
"4809","女生","大一","灯神灯神～我想借一把羽毛球拍周六晚上用 下午给我然后我晚上十点左右就能还 希望质量稍微好点 我会好好爱惜的～","一顿饭？或者我教你打网球哈哈","2017-03-22 22:18:04"
"4810","女生","大一","灯神啊灯神！希望找南校周三晚上上&ldquo;逻辑与思维&rdquo;课的小伙伴！","私下协商","2017-03-22 22:32:10"
"4811","女生","研究生","灯神，我是112斤的微胖子，能赐给我一个坚定不移走瘦子路线的队友一起努力减肥吗？我想变瘦变美腻啊","whatever I can realize","2017-03-22 22:50:14"
"4812","女生","研究生","灯神啊灯神，我想要一辆二手自行车，半成新的就行，硬件好使就行，价格面议","报酬面议","2017-03-22 22:50:39"
"4813","女生","大二","啊啊啊啊啊找个大神帮我翻墙教我翻墙好不好QAQ想上米国网站看东西买东西啊嘤嘤嘤","唱歌好不好！","2017-03-22 22:53:33"
"4814","女生","研究生","本人今天（3月22日）中午十一点十分从北十六出发 在去往西区运动场的路上遗失戒指一枚（也有可能是遗失在西区体育馆羽毛球场）样式见下图。这枚戒指对我真的特别重要，下午一点发现遗失在路上寻找了两三个小时无果，只能寄希望于有没有哪位好心的同学捡到可以还给我&hellip;&hellip;重金酬谢&hellip;&hellip;万分感谢&hellip;&hellip;","重金酬谢","2017-03-22 22:57:02"
"4815","女生","大四","灯神，我想找一个报考了今年六月份BEC中级的partner,我已经买好所有资料了，有战友一起吗？本人语音还过得去，讲话不卡带(๑&bull;ั็&omega;&bull;็ั๑)","一起过(･ิ&piv;･ิ)っ","2017-03-22 23:05:32"
"4816","女生","大四","灯神，我想找一个报考了今年六月份BEC中级的partner,我已经买好所有资料了，有战友一起吗？本人语音还过得去，讲话不卡带(๑&bull;ั็&omega;&bull;็ั๑)","一起过(･ิ&piv;･ิ)っ","2017-03-22 23:05:37"
"4817","女生","大三","灯神啊，最近全是王者荣耀组队的心愿那么我来问问有没有玩火影忍者手游的小伙伴，iOS微信平台登录的，求加一波好友，因为好友任务还没做完，不想去部落贴吧游戏圈加不熟悉的人，而且止水要上了急缺金币，所以求加好友啦～～","互帮互助，一起攒金抽止水","2017-03-22 23:27:36"
"4818","男生","大四","灯神啊灯神，我是中大大学城校区的即将毕业的学生，这两个月在学校做毕设，隔三差五会去跑内环，希望找个朋友一起跑呀，可以交个朋友哦","请你吃好吃的哦","2017-03-22 23:28:03"
"4819","男生","大二","燈神啊燈神，我想問一下有沒有同學有工程倫理學（闫坤如著）這本書","一個紅包和一個朋友","2017-03-22 23:37:14"
"4820","女生","大四","灯神，最近看见很多人在求游戏组队，我想找找看有没有可以一起联机玩L4D2战役的小伙伴？（在一片王者潮中真是冷门&hellip;&hellip;）","一小群联机游戏的小伙伴","2017-03-22 23:40:20"
"4821","女生","大三","大三了,想找实习，发现有点难度，有木有已经找到或者也打算找的，可以交流一下经验的啊～
（dengdeng～可以不上推送不？）","一起夹娃娃呗～","2017-03-23 00:10:18"
"4822","女生","大三","大三了,想找实习，发现有点难度，有木有已经找到或者也打算找的，可以交流一下经验的啊～
（dengdeng～可以不上推送不？）","一起夹娃娃呗～","2017-03-23 00:10:20"
"4823","男生","博士","找一波队友和几个可爱的徒弟（微信满kda
","上分咯","2017-03-23 00:43:13"
"4824","男生",\N,"灯神啊灯神，我是2016年毕业的SCUTer，想找一位会做沙盘的人，给我做一次沙盘，希望有足够经验(没有道具也可以，我毕业前在学校心理咨询室做过一次有拍照，但是没聊太久，他好像没看出来啥东西)","可以私下协商啦","2017-03-23 01:28:45"
"4825","男生","大三","出售晚安，如果你找不到一个跟你道晚安的人","晚安，愿长夜无梦","2017-03-23 01:35:50"
"4826","女生","大二","灯神啊灯神，我是运动大力女一枚，看到同学似乎对体测800米很是畏惧，想把自己跑800米的诀窍告诉他她它~类型就随便填了一个","愿你你们都能爱上跑步，健康向上","2017-03-23 07:48:54"
"4827","男生","大三","灯神啊灯神，我想找人一起刷管。","周一周四有课，其他时间一开馆就约你。做你的活闹钟。","2017-03-23 09:02:37"
"4828","女生","大二","常年在养老校区，白云山脚，闲时拍拍照，和朋友约约饭，把羽毛球当作终生爱好，尽量保持着年轻的激情和干劲。欢迎来自不同学校的小伙伴，交换过去20年人生趣事轶闻，希望跟你交谈甚欢，在你众多过客中留下不一样的色彩。","若干年后来自马达加斯加的明信片","2017-03-23 09:30:17"
"4829","女生","大四","阿拉丁神灯，求一广工大学城校区的大神介绍广工附近价格适宜环境也不错的旅店，朋友来住一晚，助力考公人顺利上岸，我今晚会去一趟广工，时间比较急，笔芯","你说，力所能及力所及，力所不及换一个( ・᷄ ᵌ・᷅ )","2017-03-23 09:31:33"
"4830","女生","大二","呜呜呜呜...就想知道15机创班最高的那个男生有女票没？？仅此而已！（认真脸）","微笑～","2017-03-23 09:59:43"
"4831","男生","大四","找妹子一起买黄牛票看薛之谦深圳演唱会，最好999价位以内。","护送","2017-03-23 11:05:39"
"4832","男生","研究生","灯神，我在路上拾到化工学院刘国文同学的一卡通，希望他看到消息后来北三拿卡","拿走一卡通","2017-03-23 12:34:48"
"4833","男生","大二","有没有童鞋不用学校开学发的移动卡啊，我想要吖～谁不用给我咯～发个红包？","一个红包","2017-03-23 13:11:11"
"4834","男生","大三","出手自行车，因为买了电摩所以便宜卖，200块左右九成新","如果没有人那我过两天再来~","2017-03-23 14:39:35"
"4835","女生","大三","我想找一个已经拿到教师资格证的同学~最好是语文的~本人在准备教师资格证面试，有很多问题想请教~谢谢","简单点，红包吧~","2017-03-23 14:55:51"
"4836","女生","大二","灯神啊灯神，我想要c＋＋程序设计基础（上）第五版周霭如，具体报酬好说","钱，饭，歌，你说","2017-03-23 15:22:02"
"4837","男生","研究生","本人北校研究生，一个擅长风光和人像拍摄的摄影师，这不是准备毕业季了嘛，可以为童鞋们提供毕业照服务呀！个人的闺蜜的情侣的宿舍的班级的都可以找我！设备专业，出片用心！对于拍摄有什么想法都可以想办法帮你们实现!
个人作品博客http://hbphotos.lofter.com 
设备佳能5d2+大三元镜头（2w+）
由于自己是研究生，项目很多很忙，所以档期比较有限，抓紧预约吧！","美美（帅帅）的毕业照","2017-03-23 15:34:04"
"4838","男生","大四","灯神，我的朋友需要找一些有关上市公司股票的一些数据（和TobinQ有关的），但是我不是这个专业的，不太懂去哪里找，我尝试在Wind上找过，但是缺少13年的数据，朋友比较急，特地向灯神寻求帮助，要找的数据我传上来了，求好心的朋友能帮一下忙找找数据，包括流通股数，EPS，市盈率，限售股数，每股净资产等等，奖励是一个红包（视工作量定吧，我暂时估计不了工作量，可以按1小时50算），多多感谢～","简单粗暴，送给你附带上我真诚的谢意的一个红包","2017-03-23 15:40:37"
"4839","女生","大一","灯神啊灯神，我想找个妹子一起去千人健身，减肥还有锻炼好身体啦！","得到好身材不好吗哈哈哈哈哈","2017-03-23 16:08:20"
"4840","男生","大三","有木有小伙伴是玩UI设计的呀？想找会设计美工或者产品摄影的朋友，最近有一个淘宝制作的单，有没兴趣组队一起把它给做了？","请你吃饭，你会交到一个懂一点点摄影的朋友&hellip;&hellip;还有，大家一起赚外快？(&bull;̀&omega;&bull;́)✧","2017-03-23 16:17:58"
"4841","女生","大二","神灯啊神灯，我是一名土木女，想找一个华南理工的土木工程研究生，咨询一点考研问题。","给你看看亚洲第一长廊","2017-03-23 16:18:45"
"4842","男生","大一","之前有找王者荣耀广州高校赛队友的那个vx号不存在啊-能算我一个嘛
有别的队一起玩也行
现在虽然段位只有钻一但全是自己单排手打的
版本强势的都玩～不太玩法师
有的加我一起玩啊啊啊啊","一起开黑一起浪","2017-03-23 16:51:30"
"4843","女生","大三","灯神啊灯神，我有一个家教需要找人接替，由于自己没有那么多时间。每周至少四个晚上辅导六年级学生，19至21点，地点在石牌桥附近。学生和家长人都很好，有时间的私聊我呀!!","一份家教","2017-03-23 17:15:54"
"4844","女生","研究生","求一张3月31号在大学城新天地的电影票《嫌疑人X的现身》","一顿饭","2017-03-23 17:44:53"
"4845","女生","大三","我想找个bec高级的partner，最好北区，不然离北区近一点","陪打王者？我是黄金段位
陪聊天也行","2017-03-23 18:51:38"
"4846","男生","大三","我想问下有没有旁友上了昨晚博学楼的《跨文化交际》啊 昨晚下大雨没去北区上&hellip;想知道通过要求 期末分数组成之类的，谢谢啦","红包啊 不玩虚的（doge","2017-03-23 19:20:42"
"4847","女生","大三","求3月26日（也就是本周日）在广外考托业的小仙女或小仙男，一起从天河客运站坐公交过去可好？我怕自己磨叽磨叽没有时间观念就迟到了（捂脸）。本人坐标北区北四，报团走起~","可以一起约太阳鱼（微笑）我不是来打广告的谢谢","2017-03-23 19:33:36"
"4848","男生","大二","请问有没有去过英国自由行的大神啊，打算暑假去英国，求咨询买飞机票或者办证的流程啊！","请吃饭！请吃饭！","2017-03-23 19:40:06"
"4849","男生","研究生","今日在逸夫人文馆附近拾得一小米耳机，望其主人能速与我联系","小事。就不用答谢啦","2017-03-23 19:47:15"
"4850","男生","大二","求已被德国慕尼黑工大录取的的师兄或师姐指导，或者有意留德的同学欢迎来一起交流","互相交流","2017-03-23 20:27:40"
"4851","男生","大二","最近在看日剧四重奏，被最后一集的曲子打动    几年前曾经很希望排《死神与少女》  现有一只小提求一小提中提大提组队","无敌的音乐","2017-03-23 20:55:49"
"4852","女生","大四","论文初稿要交了，还有数据分析不会做。求一朋友指点一下spss，求解救大四狗。","一个小红包？或者一顿饭？","2017-03-23 21:02:47"
"4853","女生","大二","灯神啊，我的舍友是一个长得好看身材超好的北方女孩子，唱歌也好听，想找180+的北方男孩子(南方帅哥也可以哈哈哈)，走过路过不要错过啊～～(已得到舍友同意)","","2017-03-23 21:20:17"
"4854","男生","大四","广大B10吹陶笛的妹子，真的好想认识啊","快来约笛约笛","2017-03-23 21:20:40"
"4855","女生","大二","吉他新手，因为吃土没钱买新的，但是课程需要经常练习，所以求个二手吉他，如果你不想卖的话也可以租哦，by the way求问哪里适合练习啊，在宿舍怕吵到别人","等我学会了吉他就来弹唱
或者你说你说","2017-03-23 21:31:22"
"4856","男生","大一","灯神啊，最近要考雅思了，求一个南校的同学陪我练口语，face to face。最好是晚上九点半以后。也可以互练的，谢谢谢谢","我们可以互相提高口语的嘿嘿","2017-03-23 21:57:39"
"4857","女生","大四","求电饭煲！电饭煲！！电饭煲！！！（就是那么简单）","诚心要~","2017-03-23 22:17:44"
"4858","女生","大三","亲爱的小灯神，我想来一次说走就走的旅行--后天早上去长沙溜达两三天，请问有人要一起同行的么？又或者是4月10-18号期间去（长沙-张家界-凤凰古城）？ o((*^▽^*))o ","我们一起去吃火锅吧(｡&gt;&forall;&lt;｡)","2017-03-23 22:37:45"
"4859","女生","大四","灯神啊灯神，求一波2014级电力、自动化、机汽、材料（光电班）、理学院师弟师妹的联系方式！老学姐有暑期实习信息想要发布！！（加好友时最好附带学院啊不然我会乱！么么哒！）","加好友有 红包 拿！","2017-03-23 23:01:17"
